review,task
"It should be as simple and simple as that. I give it 5 stars despite some shortcomings: 1. It would be nice to sync with the desktop (iCal?) and between devices; 2. It needs reminders and warnings (and due dates, etc.) 3. Any support for longer notes. At the moment, you can edit the item with just a tap on it. Maybe you should double-tap to open the ""details page"" of an item where you can enter the due date, add an alarm or type a longer note. 4. Also sharing a list? It would be great if my wife and I could add shopping lists to each other or just see each other.",FR
"Nice update, but still prone to crashingNew updates now great... but still crashing at some point while playing in Chapter 5 while fighting stormy weather... press force on the start screen ~ hope for corrections",FR
Very good.Need to refresh voice... sometime background noise comes thanks,FR
"The only problem is, as said on by another commentator, that it crashes when u scroll through ship selection other than that little problem it's fun to play good job and it says theres a Google play edition ship but I cant find it.",FR
"Hanging up the phone is hanging up the phone, so I have to do 2 reboots >",FR
Great app - nice layout But I wish saved articles could be viewed offline!,FR
"This is a very useful and helpful app. In my opinion, the only thing missing is the handling of videos. You can add pictures and audio to your notes, and I think you should also be able to add videos.",FR
"After the update, this game crashes after every battle. Please fix the problem!",FR
"I love to insert notes to remember that I am pasting my passwords. I insert copies of receipts and everything I need to find later, and I can easily find it in one place. Also, the search option is very handy.",FR
"Some help here? My messages are not sent, and they keep saying. Help would be nice.",FR
"Wont create teamThe game is good, but when I try to create the team, I only get a go-back button.",FR
Could be better app freezes time to time and delays.,FR
BugThe gold secret does not germinate. Should be a 100% chance to give me a plant that I do not have. Easy to get varieties that I already have.,FR
"This has become my most important note-taking program. I wish I could write handwriting on it. Love, how can I store Outlook emails in it?",FR
"Video Phone CameraPlease attach the camera for video calls to the Galaxy Tab 2 7, ""receiver will see me upside down..",FR
"That cost me hours of work. I paid for it? Editor's choice, really? I cannot recommend this program in its current state. Nexus 10, 4.4",FR
"Works well in the WiFi, but distorted in the mobile Internet",FR
"This is the best video editor ever!!! I also like extras for iMovie, but the only thing I wish I could cut out things that people didn't want.",FR
"IdkWhy does it FOEVER to download!?! I have a Galaxy 3 mini and hers for so long: ""(As I downloaded it because it says to download via wifi and I accepted it and it was still downloaded for two! @ # $ing hrs!!!!!",FR
"Bad! Why it doesn't work? I caught my face and then showed the processing, but nothing happens and take me further to the camera. Please fix it. I use Galaxy Tab 7.0 plus",FR
"This could easily be a 5-star app Best idea ever, but it loses 2 stars just because I have to download one photo at a time This is a huge inconvenience",FR
Please also support animated GIFs!,FR
Black ScreenI get black screen after using flash. It seems to be random.,FR
Some places that had menus in the old version are missing in the new version. Apart from the fact that the app is extremely helpful and easy to use.,FR
"Not very impressive I am a PhD student and use my tablet a lot to take notes during the presentation and read essays. I am disappointed as I cannot use the software to present ppt. Also, the draw option is not very user friendly as it does not allow to draw or delete in different colors.",FR
"Bad!!! When I want to take a photo, the picture from my camera phone is not shown, just bare.. plis fix it. My phone is samsung galaxy young s5360",FR
Love itGreat app which gave there a way to edit multiple checkpins (delete or move to another board) rather than do it individually,FR
